Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Location,Rating,"Bean
Type","Broad Bean
Origin"
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3,Criollo,Mexico
Habitual,Africa meets Latina,1201,2014,70%,Canada,3, , 
hexx,Madagascar,1546,2015,74%,U.S.A.,3,Trinitario,Madagascar
ChocoReko,Patanemo,1454,2015,77%,Japan,3,Criollo,Venezuela
Chocovic,Maragda,117,2007,70%,Spain,3,Blend, 
Habitual,Amazonas,1201,2014,80%,Canada,3, , 
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3,Beniano,Bolivia
Choklat,Brazilian,377,2009,70%,Canada,3, ,Brazil
Choklat,Brazilian,377,2009,80%,Canada,3, ,Brazil
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3, ,Brazil
Haigh,South America and Africa,701,2011,70%,Australia,3, ,"South America, Africa"
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3,Trinitario,Ecuador
Guittard,Trinidad,552,2010,65%,U.S.A.,3,Trinitario,Trinidad
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75%,Germany,3,Trinitario,Belize
Chchukululu (Tulicorp),Los Rios,252,2008,75%,Ecuador,3,Forastero (Arriba),Ecuador
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3,Trinitario,Trinidad
Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3,Criollo,Peru
iQ Chocolate,black label,943,2012,72%,Scotland,3, ,Peru
Carlotta Chocolat,Arauca,1884,2016,65%,Colombia,3,Trinitario,Colombia
Indi,Honduras,1255,2014,77%,U.S.A.,3, ,Honduras
Coppeneur,Trinidad,558,2010,72%,Germany,3,Trinitario,Trinidad
Castronovo,Bolivia,1101,2013,70%,U.S.A.,3,Trinitario,Bolivia
Hummingbird,Momotombo,1311,2014,70%,Canada,3,Trinitario,Nicaragua
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia
Hummingbird,Bolivia,1307,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3,Forastero,Sao Tome
Guido Castagna,Arriba,355,2009,64%,Italy,3,Forastero (Arriba) ASS,Ecuador
Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3, ,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3, ,St. Lucia
Guido Castagna,Ghana,355,2009,64%,Italy,3,Forastero,Ghana
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3, ,Dominican Republic
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3, ,"Trinidad, Tobago"
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3,Forastero (Nacional),Ecuador
Cello,Bolivia,1251,2014,70%,U.S.A.,3, ,Bolivia
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3, ,Venezuela
Coppeneur,Chuao,478,2010,70%,Germany,3,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3,Forastero (Nacional),Ecuador
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3, , 
Letterpress,San Andres,1566,2015,70%,U.S.A.,3, ,Costa Rica
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3,Trinitario,Papua New Guinea
Anahata,Elvesia,1259,2014,75%,U.S.A.,3, ,Dominican Republic
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3,Trinitario,Venezuela
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3,Trinitario,Venezuela
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3,Criollo,Venezuela
Amatller (Simon Coll),Ghana,464,2009,85%,Spain,3,Forastero,Ghana
Ambrosia,Belize,1494,2015,64%,Canada,3,Trinitario,Belize
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3, ,Domincan Republic
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3, ,Venezuela
Amedei,Ecuador,123,2007,70%,Italy,3,Trinitario,Ecuador
Amedei,Jamaica,123,2007,70%,Italy,3,Trinitario,Jamaica
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3, ,Peru
Ethereal,Belize,1275,2014,80%,U.S.A.,3,Trinitario,Belize
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3,Trinitario,Venezuela
Marou,Tien Giang,895,2012,80%,Vietnam,3,Trinitario,Vietnam
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3,Trinitario,Venezuela
Ara,Madagascar,1375,2014,75%,France,3,Trinitario,Madagascar
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3,Forastero,West Africa
Ara,Trincheras,1379,2014,75%,France,3, ,Venezuela
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3, ,Guatemala
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3, ,Venezuela
Martin Mayer,Pisa,1836,2016,82%,Austria,3, ,Haiti
Dick Taylor,La Red,769,2011,74%,U.S.A.,3, ,Dominican Republic
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3, ,Tanzania
Artisan du Chocolat,Madagascar,363,2009,80%,U.K.,3,"Criollo, Trinitario",Madagascar
Mars,Ivory Coast,544,2010,65%,U.S.A.,3, ,Ivory Coast
Amatller (Simon Coll),Ghana,322,2009,70%,Spain,3,Forastero,Ghana
Amano,Cuyagua,147,2007,70%,U.S.A.,3, ,Venezuela
Meadowlands,Belize,1287,2014,70%,U.S.A.,3,Trinitario,Belize
Amano,Montanya,363,2009,70%,U.S.A.,3, ,Venezuela
A. Morin,Atsane,1676,2015,70%,France,3, ,Togo
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3,Trinitario,Venezuela
Edelmond,Porcelana,1876,2016,68%,Germany,3,Criollo,Venezuela
A. Morin,Madagascar,1011,2013,70%,France,3,Criollo,Madagascar
A. Morin,Birmanie,1015,2013,70%,France,3, ,Burma
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3,Criollo,Venezuela
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,70%,Ecuador,3,Forastero (Arriba),Ecuador
Ah Cacao,Tabasco,316,2009,70%,Mexico,3,Criollo,Mexico
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3, ,Panama
Michel Cluizel,Tamarina,24,2006,70%,France,3,Forastero,Sao Tome
Emily's,Patanemo,1450,2015,79%,Japan,3, ,Venezuela
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3,Trinitario,Vietnam
Alain Ducasse,Madagascar,1215,2014,75%,France,3,Trinitario,Madagascar
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3, ,Brazil
Mesocacao,El Salvador,1494,2015,70%,Honduras,3, ,El Salvador
Altus aka Cao Artisan,Acopagro,1728,2016,60%,U.S.A.,3, ,Peru
Escazu,Ocumare,252,2008,72%,U.S.A.,3,Criollo,Venezuela
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3,Trinitario,Venezuela
Domori,Teyuna,272,2008,70%,Italy,3, ,Colombia
Altus aka Cao Artisan,Conacado,1125,2013,60%,U.S.A.,3,Trinitario,Dominican Republic
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3, ,Nicaragua
Altus aka Cao Artisan,Bolivia,1133,2013,60%,U.S.A.,3, ,Bolivia
Amano,Chuao,544,2010,70%,U.S.A.,3,Trinitario,Venezuela
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3, ,Costa Rica
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3, ,Jamaica
Belyzium,Belize south,1768,2016,78%,Germany,3,Trinitario,Belize
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3, ,Papua New Guinea
Malmo,Chuao,1856,2016,70%,Sweden,3, ,Venezuela
Finca,Dominican Republic,1283,2014,80%,U.S.A.,3, ,Dominican Republic
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3, ,Papua New Guinea
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3,Forastero,Ghana
Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3, ,Ecuador
Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3, ,Costa Rica
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3, ,Madagascar
Maglio,Ecuador,308,2008,70%,Italy,3,Forastero (Nacional),Ecuador
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3,Trinitario,Vietnam
Beschle (Felchlin),Madagascar,636,2011,64%,Switzerland,3,Trinitario,Madagascar
Beschle (Felchlin),Maracaibo,636,2011,88%,Switzerland,3,Criollo,Venezuela
French Broad,San Andres,1209,2014,80%,U.S.A.,3, ,Costa Rica
Bittersweet Origins,"Sambirano, 2009",565,2010,70%,U.S.A.,3,Trinitario,Madagascar
Bittersweet Origins,"Ocumare, prototype",565,2010,78%,U.S.A.,3,Criollo,Venezuela
Bittersweet Origins,Puerto Plata,414,2009,75%,U.S.A.,3, ,Dominican Republic
Bittersweet Origins,Sambirano,233,2008,71%,U.S.A.,3,Trinitario,Madagascar
Luker,Misterio,552,2010,58%,Colombia,3, ,"Colombia, Ecuador"
Luker,Macondo,552,2010,60%,Colombia,3, ,"Colombia, Ecuador"
Bittersweet Origins,Ankasa,256,2008,70%,U.S.A.,3,Forastero,Ghana
Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3,Forastero (Nacional),Peru
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3, ,Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3, ,Hawaii
Black Mountain,Matiguas,256,2008,70%,U.S.A.,3, ,Nicaragua
Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3, ,Peru
Choklat,Ocumare,377,2009,70%,Canada,3,Criollo,Venezuela
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3,Criollo,Venezuela
Felchlin,Elvesia P.,105,2006,74%,Switzerland,3,"Trinitario, Criollo",Dominican Republic
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3, ,Tanzania
Marana,Piura,1872,2016,70%,Peru,3, ,Peru
Askinosie,San Jose del Tambo,175,2007,70%,U.S.A.,3,Forastero (Arriba),Ecuador
Bahen & Co.,Sambirano,995,2012,70%,Australia,3,Trinitario,Madagascar
Artisan du Chocolat,Peru,363,2009,75%,U.K.,3,Criollo,Peru
Manoa,Piura,1007,2012,72%,U.S.A.,3, ,Peru
Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3,Trinitario,Madagascar
Beau Cacao,"Asajaya E, NW Borneo, b. #132/4500",1948,2017,73%,U.K.,3, ,Malaysia
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3,Criollo,Madagascar
Marana,San Martin,1884,2016,70%,Peru,3, ,Peru
Davis,Rainforest,1093,2013,70%,U.S.A.,2.75, ,Dominican Republic
Damson,O'Payo,1666,2015,70%,U.K.,2.75, ,Nicaragua
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75,Forastero (Nacional),Peru
Solkiki,"Maranon, Fortunato No. 4",1840,2016,68%,U.K.,2.75,Forastero (Nacional),Peru
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75, ,Domincan Republic
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75, ,Venezuela
Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75,Trinitario,Venezuela
Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75, ,Dominican Republic
Durand,Madagascar,841,2012,82%,France,2.75,Trinitario,Madagascar
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Trinitario,Grenada
Soma,"Grenada, Black Science",676,2011,70%,Canada,2.75,Trinitario,Grenada
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia
Soma,"Apurimac, El Quinacho Co-op",1073,2013,70%,Canada,2.75,Criollo,Peru
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75, ,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75,Trinitario,Venezuela
Dandelion,Buto,1303,2014,70%,U.S.A.,2.75, ,Liberia
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75, ,Venezuela
Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Trinitario,Madagascar
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,Argentina,2.75,Forastero (Nacional),Ecuador
Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Trinitario,Belize
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75,Trinitario,Vietnam
Daintree,Goodman Estate,1654,2015,70%,Australia,2.75, ,Australia
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75, ,Bolivia
Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75, ,Bolivia
DeVries,Bolivian,241,2008,80%,U.S.A.,2.75, ,Bolivia
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Trinitario,Vanuatu
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75, ,St. Lucia
Chokolat Elot (Girard),Guadeloupe,1149,2013,42%,Martinique,2.75, ,Martinique
Belcolade,Papua New Guinea,586,2010,64%,Belgium,2.75, ,Papua New Guinea
Artisan du Chocolat (Casa Luker),"Orinoqua Region, Arauca",1181,2013,72%,U.K.,2.75,Trinitario,Colombia
Violet Sky,Cahabon,1502,2015,77%,U.S.A.,2.75,Trinitario,Guatemala
Violet Sky,Sambirano Valley,1458,2015,77%,U.S.A.,2.75,Trinitario,Madagascar
Bakau,"Bambamarca, 2015",1454,2015,70%,Peru,2.75, ,Peru
Baravelli's,single estate,955,2012,80%,Wales,2.75, ,Costa Rica
Beehive,"Brazil, Batch 20316",1784,2016,80%,U.S.A.,2.75, ,Brazil
Beehive,"Dominican Republic, Batch 31616",1784,2016,70%,U.S.A.,2.75, ,Domincan Republic
Beehive,"Ecuador, Batch 31516",1784,2016,70%,U.S.A.,2.75, ,Ecuador
Beehive,Ecuador,1788,2016,90%,U.S.A.,2.75, ,Ecuador
Belcolade,Costa Rica,586,2010,64%,Belgium,2.75, ,Costa Rica
Belcolade,Peru,586,2010,64%,Belgium,2.75, ,Peru
Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75,Criollo,Mexico
Belyzium,"Belize south, low fermentation",1768,2016,83%,Germany,2.75,Trinitario,Belize
Bernachon,Nature,797,2012,55%,France,2.75, , 
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76%,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72%,Madagascar,2.75,Trinitario,Madagascar
Vanleer (Barry Callebaut),Napa,963,2012,65%,U.S.A.,2.75,Forastero,Ghana
Valrhona,Le Noir Amer,157,2007,71%,France,2.75,Forastero,West Africa
Bittersweet Origins,"Bali, Singaraja",558,2010,65%,U.S.A.,2.75, ,Indonesia
Black Mountain,La Red,256,2008,70%,U.S.A.,2.75, ,Dominican Republic
Black Mountain,Carenero Superior,256,2008,70%,U.S.A.,2.75,Trinitario,Venezuela
Wilkie's Organic,Amazonas,1169,2013,89%,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75%,Ireland,2.75,Criollo,Peru
Artisan du Chocolat,Java,355,2009,72%,U.K.,2.75,Trinitario,Indonesia
Artisan du Chocolat,Panama,745,2011,72%,U.K.,2.75, ,Panama
A. Morin,Carenero,1315,2014,70%,France,2.75,Criollo,Venezuela
A. Morin,Panama,1011,2013,70%,France,2.75, ,Panama
A. Morin,Colombie,1015,2013,70%,France,2.75, ,Colombia
Adi,Vanua Levu,705,2011,60%,Fiji,2.75,Trinitario,Fiji
Aequare (Gianduja),"Los Rios, Quevedo, Arriba",370,2009,55%,Ecuador,2.75,Forastero (Arriba),Ecuador
Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75%,Switzerland,2.75,Criollo,Madagascar
Akesson's (Pralus),"Monte Alegre, D. Badero",508,2010,75%,Switzerland,2.75,Forastero,Brazil
Alain Ducasse,Trinite,1215,2014,65%,France,2.75,Trinitario,Trinidad
Alain Ducasse,Vietnam,1215,2014,75%,France,2.75,Trinitario,Vietnam
Zotter,Raw,1205,2014,80%,Austria,2.75, , 
Altus aka Cao Artisan,Momotombo,1728,2016,60%,U.S.A.,2.75, ,Nicaragua
Altus aka Cao Artisan,Gruppo Salinas,1732,2016,60%,U.S.A.,2.75, ,Ecuador
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,2.75,Trinitario,Trinidad
Zart Pralinen,UNOCACE,1824,2016,70%,Austria,2.75,Nacional (Arriba),Ecuador
Amano,"Bali, Jembrana",304,2008,70%,U.S.A.,2.75, ,Indonesia
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,2.75, ,Madagascar
Amatller (Simon Coll),Ecuador,327,2009,70%,Spain,2.75, ,Ecuador
Amatller (Simon Coll),Ecuador,464,2009,85%,Spain,2.75, ,Ecuador
AMMA,"Monte Alegre, 3 diff. plantations",572,2010,85%,Brazil,2.75,Forastero (Parazinho),Brazil
Ara,Equateur,1379,2014,75%,France,2.75, ,Ecuador
Arete,Fazenda Camboa,1602,2015,75%,U.S.A.,2.75, ,Brazil
Black River (A. Morin),Blue Mountain Region,1331,2014,70%,U.K.,2.75,Trinitario,Jamaica
Blanxart,Organic Dark,322,2009,72%,Spain,2.75, , 
Blue Bandana,Lachua,1752,2016,75%,U.S.A.,2.75, ,Guatemala
Tabal,Dominican Republic,1101,2013,70%,U.S.A.,2.75, ,Dominican Republic
Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Forastero,Costa Rica
Castronovo,Elvesia P.,1407,2014,70%,U.S.A.,2.75,Trinitario,Dominican Republic
Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Criollo,Peru
Cello,Peru,1247,2014,70%,U.S.A.,2.75, ,Peru
Cello,Venezuela,1251,2014,70%,U.S.A.,2.75, ,Venezuela
Cemoi,Equateur,404,2009,72%,France,2.75, ,Ecuador
Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda
Chchukululu (Tulicorp),Arriba,486,2010,55%,Ecuador,2.75,Forastero (Arriba),Ecuador
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,2.75, ,Venezuela
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70%,South Korea,2.75,Trinitario,Vietnam
Sublime Origins,Sambirano,1157,2013,67%,U.S.A.,2.75,Trinitario,Madagascar
StRita Supreme,"Samar, East Visayas region",943,2012,75%,U.S.A.,2.75, ,Philippines
Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Criollo,Peru
Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68%,Switzerland,2.75,Trinitario,Brazil
Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75, ,Uganda
Chocolate Con Amor,Nicaragua,1768,2016,80%,U.S.A.,2.75, ,Nicaragua
Spencer,Malekula Island,1434,2014,72%,Australia,2.75,Trinitario,Vanuatu
Chocolate Conspiracy,Peru,1259,2014,74%,U.S.A.,2.75, ,Peru
"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Criollo,Peru
Spencer,Peru,1932,2017,70%,U.S.A.,2.75, ,Peru
Tabal,Costa Rica,1101,2013,70%,U.S.A.,2.75, ,Costa Rica
Caoni (Tulicorp),Los Rios,245,2008,77%,Ecuador,2.75,Forastero (Arriba),Ecuador
Bonnat,"Porcelana, Apotequil",336,2009,75%,France,2.75,Criollo,Peru
Tablette (aka Vanillabeans),Trinidad,1680,2015,77%,Japan,2.75,Trinitario,Trinidad
Undone,Matagalpa,1438,2014,74%,U.S.A.,2.75, ,Nicaragua
twenty-four blackbirds,Dominican Republic,753,2011,73%,U.S.A.,2.75, ,Dominican Republic
twenty-four blackbirds,Oko Caribe,1700,2015,75%,U.S.A.,2.75, ,Domincan Republic
Bowler Man,Maya Mountain,1267,2014,70%,U.S.A.,2.75,Trinitario,Belize
Bowler Man,Conacado,1271,2014,70%,U.S.A.,2.75, ,Dominican Republic
Tocoti,Venezuela,789,2011,72%,U.S.A.,2.75, ,Venezuela
Brazen,Ambolikapiky P.,1518,2015,80%,U.S.A.,2.75, ,Madagascar
Bright,Gran Couva,1235,2014,68%,Australia,2.75,Trinitario,Trinidad
Bronx Grrl Chocolate,Dominican Republic,1181,2013,68%,U.S.A.,2.75, ,Dominican Republic
Cacao Atlanta,Dominican Republic w/ nibs,502,2010,75%,U.S.A.,2.75, ,Dominican Republic
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69%,Colombia,2.75, ,Colombia
Terroir,Peru,1478,2015,70%,U.S.A.,2.75, ,Peru
Tejas,Espada,967,2012,70%,U.S.A.,2.75, ,Brazil
Callebaut,Grenade,296,2008,60%,Belgium,2.75,Trinitario,Grenada
Tejas,San Jose,829,2012,70%,U.S.A.,2.75, ,Bolivia
Tejas,Concepcion,801,2012,70%,U.S.A.,2.75, ,Madagascar
TCHO,Citrus-beta,280,2008,70%,U.S.A.,2.75, ,Madagascar
TCHO,TCHOPro 60.5,387,2009,60%,U.S.A.,2.75, , 
Cao,Tanzania,1804,2016,73%,U.S.A.,2.75, ,Tanzania
Taza,Chiapan,451,2009,75%,U.S.A.,2.75, ,Mexico
El Rey,"Rio Caribe, Cariaco",439,2009,60.50%,Venezuela,2.75,Trinitario,Venezuela
El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75, ,Bolivia
Kaoka (Cemoi),Noir,404,2009,70%,France,2.75, , 
Sjolinds,Ghana,1454,2015,70%,U.S.A.,2.75,Forastero,Ghana
Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,2.75,Forastero (Nacional),Ecuador
Olivia,Carribean,688,2011,85%,Canada,2.75, ,Carribean
Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75, ,Brazil
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana
Holy Cacao,Hispaniola,431,2009,70%,Israel,2.75, ,Dominican Republic
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75, ,Venezuela
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75, ,St. Lucia
Habitual,Downtown London,1201,2014,65%,Canada,2.75, , 
organicfair,La Red,1165,2013,72%,Canada,2.75, ,Dominican Republic
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75, ,Honduras
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,2.75, ,Peru
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100%,U.K.,2.75, ,Dominican Republic
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,2.75, ,Ecuador
Olivia,Carribean,688,2011,76%,Canada,2.75, ,Carribean
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75, ,Venezuela
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75, ,"Ghana, Domin. Rep"
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75, ,Colombia
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75,Trinitario,Ecuador
Heilemann,Peru,1876,2016,64%,Germany,2.75, ,Peru
Marana,Cusco,1884,2016,70%,Peru,2.75, ,Peru
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75, ,Papua New Guinea
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75, ,Tanzania
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75, ,Guatemala
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Trinitario,Venezuela
Raaka,Virunga,1708,2015,75%,U.S.A.,2.75,Forastero,Congo
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75, ,Hawaii
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75,Criollo,Mexico
Holy Cacao,Maranon,1872,2016,70%,Israel,2.75, ,Peru
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Trinitario,Venezuela
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75, ,Papua New Guinea
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,2.75, ,"Venezuela, Dom. Rep."
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75, ,Ecuador
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75,Trinitario,Nicaragua
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75, ,Trinidad-Tobago
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75, ,Nicaragua
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,2.75, ,Cuba
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,2.75,Trinitario,Madagascar
A. Morin,Kpime,1676,2015,70%,France,2.75, ,Togo
Kaoka (Cemoi),Ecuador,423,2009,80%,France,2.75, ,Ecuador
